torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,valor_mercado_local,altura_media_local,edad_media_local,proporcion_zurdos_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,proporcion_zurdos_visitante,resultado,fecha_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Campeonato 2015,5,15,Gimnasia (LP),Nueva Chicago,2,1,,,,,,,,,,,,,,,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,L,2015-03-17 16:00:00,1.7,5.45,3.32
Campeonato 2015,6,1,Newells,Quilmes,1,1,,,,,,,,,,,,,,,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,E,2015-03-20 20:30:00,1.63,5.75,3.51
Campeonato 2015,6,2,Lanus,Gimnasia (LP),2,0,,,,,,,,,,,,,,,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,L,2015-03-20 21:10:00,1.82,4.66,3.26
Campeonato 2015,6,3,Colon,Tigre,0,1,,,,,,,,,,,,,,,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,V,2015-03-21 17:00:00,2.44,3.09,2.95
Campeonato 2015,6,4,Velez,Belgrano,1,2,,,,,,,,,,,,,,,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,V,2015-03-21 18:00:00,2.06,3.82,3.09
Campeonato 2015,6,5,Independiente,Arsenal,4,0,,,,,,,,,,,,,,,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,L,2015-03-21 20:15:00,1.8,4.66,3.34
Campeonato 2015,6,6,Huracan,Argentinos,4,0,,,,,,,,,,,,,,,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,L,2015-03-21 20:30:00,2.01,3.98,3.1
Campeonato 2015,6,7,Sarmiento (J),Crucero (M),2,1,,,,,,,,,,,,,,,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,4.4,1.7875,25.697674418604652,0.09302325581395349,L,2015-03-21 20:30:00,1.98,4.09,3.11
Campeonato 2015,6,8,Atl Rafaela,Rosario Central,1,1,,,,,,,,,,,,,,,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,E,2015-03-22 16:00:00,3.2,2.31,3.07
Campeonato 2015,6,9,Estudiantes (LP),Banfield,1,2,,,,,,,,,,,,,,,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,V,2015-03-22 17:00:00,2.04,3.82,3.15
